,ID,Nom,Année de sortie,Classification,Durée (min),Genre,Note,Nombre de votant,Revenus,Genre1,Genre2,Genre3
678,678,Pinocchio,1940,Tous publics,88,"Animation, Adventure, Comedy","7,5",152 467,$84.25M,Animation, Adventure, Comedy
679,679,"Monty Python, le sens de la vie",1983,Tous publics,107,"Comedy, Musical","7,5",122 294,$14.93M,Comedy, Musical,
680,680,Les aventures de Winnie l'ourson,1977,Tous publics,74,"Animation, Adventure, Comedy","7,5",,,Animation, Adventure, Comedy
681,681,Aynabaji,2016,,147,"Crime, Mystery, Thriller","9,0",,,Crime, Mystery, Thriller
682,682,Jai Bhim,2021,,164,"Crime, Drama, Mystery","8,8",,,Crime, Drama, Mystery
683,683,La ligne verte,1999,12,189,"Crime, Drama, Fantasy","8,6",1 332 120,$136.80M,Crime, Drama, Fantasy
684,684,Seven,1995,12,127,"Crime, Drama, Mystery","8,6",1 693 649,$100.13M,Crime, Drama, Mystery
685,685,Le voyage de Chihiro,2001,Tous publics,125,"Animation, Adventure, Family","8,6",787 478,$10.06M,Animation, Adventure, Family
686,686,Harakiri,1962,Tous publics,133,"Action, Drama, Mystery","8,6",,,Action, Drama, Mystery
687,687,Sita Ramam,2022,,163,"Action, Drama, Mystery","8,6",,,Action, Drama, Mystery
688,688,Le Prestige,2006,Tous publics,130,"Drama, Mystery, Sci-Fi","8,5",1 361 706,$53.09M,Drama, Mystery, Sci-Fi
689,689,Usual Suspects,1995,Tous publics,106,"Crime, Drama, Mystery","8,5",1 102 763,$23.34M,Crime, Drama, Mystery
690,690,Psychose,1960,18,109,"Horror, Mystery, Thriller","8,5",686 325,$32.00M,Horror, Mystery, Thriller
691,691,Fenêtre sur cour,1954,Tous publics,112,"Mystery, Thriller","8,5",501 078,$36.76M,Mystery, Thriller,
692,692,Old Boy,2003,16,120,"Action, Drama, Mystery","8,4",594 853,$0.71M,Action, Drama, Mystery
693,693,Apocalypse Now,1979,Tous publics avec avertissement,147,"Drama, Mystery, War","8,4",681 059,$83.47M,Drama, Mystery, War
694,694,Memento,2000,Tous publics,113,"Mystery, Thriller","8,4",1 261 320,$25.54M,Mystery, Thriller,
695,695,Coco,2017,Tous publics,105,"Animation, Adventure, Comedy","8,4",531 894,$209.73M,Animation, Adventure, Comedy
696,696,La vie des autres,2006,Tous publics,137,"Drama, Mystery, Thriller","8,4",396 157,$11.29M,Drama, Mystery, Thriller
697,697,Témoin à charge,1957,Tous publics,116,"Crime, Drama, Mystery","8,4",129 227,$8.18M,Crime, Drama, Mystery
698,698,Entre le ciel et l'enfer,1963,Tous publics,143,"Crime, Drama, Mystery","8,4",,,Crime, Drama, Mystery
699,699,Incendies,2010,Tous publics avec avertissement,131,"Drama, Mystery","8,3",183 402,$6.86M,Drama, Mystery,
700,700,Sueurs froides,1958,Tous publics,128,"Mystery, Romance, Thriller","8,3",410 288,$3.20M,Mystery, Romance, Thriller
701,701,Citizen Kane,1941,Tous publics,119,"Drama, Mystery","8,3",449 990,$1.59M,Drama, Mystery,
702,702,La mort aux trousses,1959,Tous publics,136,"Action, Adventure, Mystery","8,3",334 096,$13.28M,Action, Adventure, Mystery
703,703,M le maudit,1931,Tous publics,118,"Crime, Mystery, Thriller","8,3",161 461,$0.03M,Crime, Mystery, Thriller
704,704,Assurance sur la mort,1944,Tous publics,107,"Crime, Drama, Film-Noir","8,3",160 581,$5.72M,Crime, Drama, Film-Noir
705,705,Ratsasan,2018,,170,"Action, Crime, Drama","8,3",,,Action, Crime, Drama
706,706,Shutter Island,2010,12,138,"Mystery, Thriller","8,2",1 357 010,$128.01M,Mystery, Thriller,
707,707,The Father,2020,Tous publics,97,"Drama, Mystery","8,2",,,Drama, Mystery,
708,708,The Thing,1982,13,109,"Horror, Mystery, Sci-Fi","8,2",437 594,$13.78M,Horror, Mystery, Sci-Fi
709,709,Sixième sens,1999,12,107,"Drama, Mystery, Thriller","8,2",1 009 540,$293.51M,Drama, Mystery, Thriller
710,710,Chinatown,1974,12,130,"Drama, Mystery, Thriller","8,2",334 131,$8.49M,Drama, Mystery, Thriller
711,711,L.A. Confidential,1997,Tous publics,138,"Crime, Drama, Mystery","8,2",592 351,$64.62M,Crime, Drama, Mystery
712,712,Dans ses yeux,2009,Tous publics,129,"Drama, Mystery, Romance","8,2",213 796,$6.39M,Drama, Mystery, Romance
713,713,Drishyam 2,2022,13,140,"Crime, Drama, Mystery","8,2",,,Crime, Drama, Mystery
714,714,Rashomon,1950,Tous publics,88,"Crime, Drama, Mystery","8,2",172 437,$0.10M,Crime, Drama, Mystery
715,715,Drishyam,2015,18,163,"Crime, Drama, Mystery","8,2",88 293,$0.74M,Crime, Drama, Mystery
716,716,Andhadhun,2018,,139,"Crime, Mystery, Thriller","8,2",96 902,$1.37M,Crime, Mystery, Thriller
717,717,Prisoners,2013,12,153,"Crime, Drama, Mystery","8,1",743 369,$61.00M,Crime, Drama, Mystery
718,718,Les Dents de la mer,1975,13,124,"Adventure, Mystery, Thriller","8,1",622 341,$260.00M,Adventure, Mystery, Thriller
719,719,Gone Girl,2014,Tous publics avec avertissement,149,"Drama, Mystery, Thriller","8,1",1 006 594,$167.77M,Drama, Mystery, Thriller
720,720,Harry Potter et les Reliques de la Mort : partie 2,2011,Tous publics,130,"Adventure, Family, Fantasy","8,1",898 557,$381.01M,Adventure, Family, Fantasy
721,721,Memories of Murder,2003,Tous publics,131,"Crime, Drama, Mystery","8,1",195 037,$0.01M,Crime, Drama, Mystery
722,722,Le troisième homme,1949,Tous publics,104,"Film-Noir, Mystery, Thriller","8,1",175 143,$0.45M,Film-Noir, Mystery, Thriller
723,723,Rebecca,1940,Tous publics,130,"Drama, Film-Noir, Mystery","8,1",140 583,$4.36M,Drama, Film-Noir, Mystery
724,724,Trois couleurs: Rouge,1994,Tous publics,99,"Drama, Mystery, Romance","8,1",106 166,$4.04M,Drama, Mystery, Romance
725,725,Les diaboliques,1955,Tous publics,117,"Crime, Drama, Horror","8,1",67 298,$1.09M,Crime, Drama, Horror
726,726,The Tashkent Files,2019,,134,"Drama, Mystery, Thriller","8,1",,,Drama, Mystery, Thriller
727,727,A Wednesday,2008,,104,"Action, Crime, Drama","8,1",,,Action, Crime, Drama
728,728,Guilty,2015,,132,"Crime, Drama, Mystery","8,1",36 414,$0.34M,Crime, Drama, Mystery
729,729,Article 15,2019,,130,"Crime, Drama, Mystery","8,1",,,Crime, Drama, Mystery
730,730,Kahaani,2012,,122,"Mystery, Thriller","8,1",63 966,$1.04M,Mystery, Thriller,
731,731,Forrest Gump,1994,Tous publics,142,"Drama, Romance","8,8",2 131 456,$330.25M,Drama, Romance,
732,732,La vie est belle,1997,Tous publics,116,"Comedy, Drama, Romance","8,6",709 849,$57.60M,Comedy, Drama, Romance
733,733,La vie est belle,1946,Tous publics,130,"Drama, Family, Fantasy","8,6",,,Drama, Family, Fantasy
734,734,Sita Ramam,2022,,163,"Action, Drama, Mystery","8,6",,,Action, Drama, Mystery
735,735,Casablanca,1942,Tous publics,102,"Drama, Romance, War","8,5",582 530,$1.02M,Drama, Romance, War
736,736,Cinéma Paradiso,1988,Tous publics,155,"Drama, Romance","8,5",267 863,$11.99M,Drama, Romance,
737,737,Les temps modernes,1936,Tous publics,87,"Comedy, Drama, Romance","8,5",247 883,$0.16M,Comedy, Drama, Romance
738,738,Les lumières de la ville,1931,Tous publics,87,"Comedy, Drama, Romance","8,5",188 279,$0.02M,Comedy, Drama, Romance
739,739,96,II) (2018,Tous publics,158,"Drama, Romance","8,5",,,Drama, Romance,
740,740,Your Name.,2016,Tous publics,106,"Animation, Drama, Fantasy","8,4",285 185,$5.02M,Animation, Drama, Fantasy
741,741,Dil Bechara,2020,,101,"Comedy, Drama, Romance","8,4",,,Comedy, Drama, Romance
742,742,Will Hunting,1997,Tous publics,126,"Drama, Romance","8,3",1 001 167,$138.43M,Drama, Romance,
743,743,Eternal Sunshine of the Spotlessd,2004,Tous publics,108,"Drama, Romance, Sci-Fi","8,3",1 029 459,$34.40M,Drama, Romance, Sci-Fi
744,744,Chantons sous la pluie,1952,Tous publics,103,"Comedy, Musical, Romance","8,3",248 483,$8.82M,Comedy, Musical, Romance
745,745,Le fabuleux destin d'Amélie Poulain,2001,Tous publics,122,"Comedy, Romance","8,3",768 701,$33.23M,Comedy, Romance,
746,746,Sueurs froides,1958,Tous publics,128,"Mystery, Romance, Thriller","8,3",410 288,$3.20M,Mystery, Romance, Thriller
747,747,La garçonnière,1960,Tous publics,125,"Comedy, Drama, Romance","8,3",186 259,$18.60M,Comedy, Drama, Romance
748,748,Chhichhore,2019,,143,"Comedy, Drama, Romance","8,3",57 577,$0.90M,Comedy, Drama, Romance
749,749,Autant en emporte le vent,1939,Tous publics,238,"Drama, Romance, War","8,2",321 986,$198.68M,Drama, Romance, War
750,750,Certains l'aiment chaud,1959,12,121,"Comedy, Music, Romance","8,2",272 709,$25.00M,Comedy, Music, Romance
751,751,Dans ses yeux,2009,Tous publics,129,"Drama, Mystery, Romance","8,2",213 796,$6.39M,Drama, Mystery, Romance
752,752,On ne vit qu'une seule fois,2011,,155,"Comedy, Drama, Musical","8,2",81 196,$3.11M,Comedy, Drama, Musical
753,753,Jeu dangereux,1942,Tous publics,99,"Comedy, Romance, War","8,2",,,Comedy, Romance, War
754,754,Sherlock Junior,1924,Tous publics,45,"Action, Comedy, Romance","8,2",52 260,$0.98M,Action, Comedy, Romance
755,755,Mademoiselle,2016,12 avec avertissement,145,"Drama, Romance, Thriller","8,1",156 411,$2.01M,Drama, Romance, Thriller
756,756,Before Sunrise,1995,Tous publics,101,"Drama, Romance","8,1",319 588,$5.54M,Drama, Romance,
757,757,La mélodie du bonheur,1965,Tous publics,172,"Biography, Drama, Family","8,1",244 080,$163.21M,Biography, Drama, Family
758,758,In the Mood for Love,2000,Tous publics,98,"Drama, Romance","8,1",156 350,$2.73M,Drama, Romance,
759,759,Before Sunset,2004,Tous publics,80,"Drama, Romance","8,1",273 238,$5.82M,Drama, Romance,
760,760,Rebecca,1940,Tous publics,130,"Drama, Film-Noir, Mystery","8,1",140 583,$4.36M,Drama, Film-Noir, Mystery
761,761,Trois couleurs: Rouge,1994,Tous publics,99,"Drama, Mystery, Romance","8,1",106 166,$4.04M,Drama, Mystery, Romance
762,762,New York - Miami,1934,Tous publics,105,"Comedy, Romance","8,1",107 051,$4.36M,Comedy, Romance,
763,763,Les Plus Belles Années de notre vie,1946,Tous publics,170,"Drama, Romance, War","8,1",66 955,$23.65M,Drama, Romance, War
764,764,Une femme sous influence,1974,Tous publics,155,"Drama, Romance","8,1",26 695,$13.34M,Drama, Romance,
765,765,Les fraises sauvages,1957,Tous publics,91,"Drama, Romance","8,1",,,Drama, Romance,
766,766,Les chaussons rouges,1948,Tous publics,135,"Drama, Music, Romance","8,1",36 752,$10.90M,Drama, Music, Romance
767,767,"Adieu, ma concubine",1993,Tous publics,171,"Drama, Music, Romance","8,1",30 739,$5.22M,Drama, Music, Romance
768,768,Yi yi,2000,Tous publics,173,"Drama, Romance","8,1",26 146,$1.14M,Drama, Romance,
769,769,Barfi!,2012,,151,"Comedy, Drama, Romance","8,1",83 908,$2.80M,Comedy, Drama, Romance
770,770,Dil Chahta Hai,2001,Tous publics,183,"Comedy, Drama, Romance","8,1",73 723,$0.30M,Comedy, Drama, Romance
771,771,La ruée vers l'or,1925,Tous publics,95,"Adventure, Comedy, Drama","8,1",113 713,$5.45M,Adventure, Comedy, Drama
772,772,L'aurore,1927,Tous publics,94,"Drama, Romance","8,1",52 279,$0.54M,Drama, Romance,
773,773,Épouses et concubines,1991,Tous publics,125,"Drama, Romance","8,1",33 881,$2.60M,Drama, Romance,
774,774,Le cirque,1928,Tous publics,72,"Comedy, Family, Romance","8,1",,,Comedy, Family, Romance
775,775,Princess Bride,1987,Tous publics,98,"Adventure, Comedy, Family","8,0",435 489,$30.86M,Adventure, Comedy, Family
776,776,Her,2013,Tous publics,126,"Drama, Romance, Sci-Fi","8,0",634 464,$25.57M,Drama, Romance, Sci-Fi
777,777,La La Land,2016,Tous publics,128,"Comedy, Drama, Music","8,0",613 707,$151.10M,Comedy, Drama, Music
778,778,Le lauréat,1967,Tous publics,106,"Comedy, Drama, Romance","8,0",279 608,$104.95M,Comedy, Drama, Romance
779,779,Big Fish,2003,Tous publics,125,"Adventure, Drama, Fantasy","8,0",447 774,$66.26M,Adventure, Drama, Fantasy
780,780,Aladdin,1992,Tous publics,90,"Animation, Adventure, Comedy","8,0",435 318,$217.35M,Animation, Adventure, Comedy
781,781,Inception,2010,Tous publics,148,"Action, Adventure, Sci-Fi","8,8",2 407 554,$292.58M,Action, Adventure, Sci-Fi
782,782,Matrix,1999,Tous publics avec avertissement,136,"Action, Sci-Fi","8,7",1 953 794,$171.48M,Action, Sci-Fi,
783,783,L'Empire contre-attaque,1980,Tous publics,124,"Action, Adventure, Fantasy","8,7",1 318 505,$290.48M,Action, Adventure, Fantasy
784,784,Interstellar,2014,Tous publics,169,"Adventure, Drama, Sci-Fi","8,6",1 903 425,$188.02M,Adventure, Drama, Sci-Fi
785,785,Star Wars: Épisode IV - Un nouvel espoir,1977,Tous publics,121,"Action, Adventure, Fantasy","8,6",1 391 036,$322.74M,Action, Adventure, Fantasy
786,786,Terminator 2 : Le jugement dernier,1991,12,137,"Action, Sci-Fi","8,6",1 121 010,$204.84M,Action, Sci-Fi,
787,787,Retour vers le futur,1985,Tous publics,116,"Adventure, Comedy, Sci-Fi","8,5",1 235 665,$210.61M,Adventure, Comedy, Sci-Fi
788,788,Alien - Le 8ème passager,1979,12,117,"Horror, Sci-Fi","8,5",901 600,$78.90M,Horror, Sci-Fi,
789,789,Le Prestige,2006,Tous publics,130,"Drama, Mystery, Sci-Fi","8,5",1 361 706,$53.09M,Drama, Mystery, Sci-Fi
790,790,Avengers: Endgame,2019,Tous publics,181,"Action, Adventure, Drama","8,4",1 175 410,$858.37M,Action, Adventure, Drama
791,791,Spider-Man: New Generation,2018,Tous publics,117,"Animation, Action, Adventure","8,4",560 624,$190.24M,Animation, Action, Adventure
792,792,Avengers: Infinity War,2018,Tous publics,149,"Action, Adventure, Sci-Fi","8,4",1 119 126,$678.82M,Action, Adventure, Sci-Fi
793,793,Aliens : Le Retour,1986,13,137,"Action, Adventure, Sci-Fi","8,4",731 338,$85.16M,Action, Adventure, Sci-Fi
794,794,WALL·E,2008,Tous publics,98,"Animation, Adventure, Family","8,4",1 140 441,$223.81M,Animation, Adventure, Family
795,795,Les Gardiens de la Galaxie 3,2023,Tous publics,150,"Action, Adventure, Comedy","8,3",,,Action, Adventure, Comedy
796,796,Le Retour du Jedi,1983,Tous publics,131,"Action, Adventure, Fantasy","8,3",1 075 490,$309.13M,Action, Adventure, Fantasy
797,797,Eternal Sunshine of the Spotlessd,2004,Tous publics,108,"Drama, Romance, Sci-Fi","8,3",1 029 459,$34.40M,Drama, Romance, Sci-Fi
798,798,Orange mécanique,1971,18,136,"Crime, Sci-Fi","8,3",846 488,$6.21M,Crime, Sci-Fi,
799,799,2001 : L'Odyssée de l'espace,1968,Tous publics,149,"Adventure, Sci-Fi","8,3",684 023,$56.95M,Adventure, Sci-Fi,
800,800,Metropolis,1927,Tous publics,153,"Drama, Sci-Fi","8,3",178 006,$1.24M,Drama, Sci-Fi,
801,801,Spider-Man: No Way Home,2021,Tous publics,148,"Action, Adventure, Fantasy","8,2",792 747,$804.75M,Action, Adventure, Fantasy
802,802,Jurassic Park,1993,Tous publics,127,"Action, Adventure, Sci-Fi","8,2",1 011 906,$402.45M,Action, Adventure, Sci-Fi
803,803,The Thing,1982,13,109,"Horror, Mystery, Sci-Fi","8,2",437 594,$13.78M,Horror, Mystery, Sci-Fi
804,804,V pour vendetta,2005,Tous publics avec avertissement,132,"Action, Drama, Sci-Fi","8,2",1 139 284,$70.51M,Action, Drama, Sci-Fi
805,805,Mad Max: Fury Road,2015,Tous publics avec avertissement,120,"Action, Adventure, Sci-Fi","8,1",1 027 808,$154.06M,Action, Adventure, Sci-Fi
806,806,Blade Runner,1982,Tous publics avec avertissement,117,"Action, Drama, Sci-Fi","8,1",786 477,$32.87M,Action, Drama, Sci-Fi
807,807,Terminator,1984,13,107,"Action, Sci-Fi","8,1",883 784,$38.40M,Action, Sci-Fi,
808,808,Logan,2017,12 avec avertissement,137,"Action, Drama, Sci-Fi","8,1",785 463,$226.28M,Action, Drama, Sci-Fi
809,809,Stalker,1979,Tous publics,162,"Drama, Sci-Fi","8,1",138 179,$0.23M,Drama, Sci-Fi,
810,810,Le géant de fer,1999,Tous publics,86,"Animation, Action, Adventure","8,1",208 262,$23.16M,Animation, Action, Adventure
811,811,Neon Genesis Evangelion: The End of Evangelion,1997,12,87,"Animation, Action, Drama","8,1",,,Animation, Action, Drama
812,812,P.K.,2014,13,153,"Comedy, Drama, Sci-Fi","8,1",192 808,$10.62M,Comedy, Drama, Sci-Fi
813,813,Les Gardiens de la Galaxie,2014,Tous publics,121,"Action, Adventure, Comedy","8,0",1 210 344,$333.18M,Action, Adventure, Comedy
814,814,Dune,2021,Tous publics,155,"Action, Adventure, Drama","8,0",672 576,$108.33M,Action, Adventure, Drama
815,815,Blade Runner 2049,2017,Tous publics avec avertissement,164,"Action, Drama, Mystery","8,0",601 481,$92.05M,Action, Drama, Mystery
816,816,Avengers,2012,Tous publics,143,"Action, Sci-Fi","8,0",1 413 659,$623.28M,Action, Sci-Fi,
817,817,Her,2013,Tous publics,126,"Drama, Romance, Sci-Fi","8,0",634 464,$25.57M,Drama, Romance, Sci-Fi
818,818,Seul sur Mars,2015,Tous publics,144,"Adventure, Drama, Sci-Fi","8,0",877 454,$228.43M,Adventure, Drama, Sci-Fi
819,819,Zack Snyder's Justice League,2021,12,242,"Action, Adventure, Fantasy","8,0",,,Action, Adventure, Fantasy
820,820,Donnie Darko,2001,Tous publics,113,"Drama, Mystery, Sci-Fi","8,0",818 238,$1.48M,Drama, Mystery, Sci-Fi
821,821,L'Armée des 12 singes,1995,Tous publics avec avertissement,129,"Mystery, Sci-Fi, Thriller","8,0",628 655,$57.14M,Mystery, Sci-Fi, Thriller
822,822,La Planète des singes,1968,13,112,"Adventure, Sci-Fi","8,0",184 979,$33.40M,Adventure, Sci-Fi,
823,823,Akira,1988,12,124,"Animation, Action, Drama","8,0",193 128,$0.55M,Animation, Action, Drama
824,824,Nausicaä de la vallée du vent,1984,Tous publics,117,"Animation, Adventure, Sci-Fi","8,0",173 730,$0.50M,Animation, Adventure, Sci-Fi
825,825,Solaris,1972,Tous publics,167,"Drama, Mystery, Sci-Fi","8,0",,,Drama, Mystery, Sci-Fi
826,826,G.O.R.A.,2004,,127,"Adventure, Comedy, Sci-Fi","8,0",,,Adventure, Comedy, Sci-Fi
827,827,Everything Everywhere All at Once,2022,Tous publics,139,"Action, Adventure, Comedy","7,9",442 867,$72.86M,Action, Adventure, Comedy
828,828,Avatar,2009,Tous publics,162,"Action, Adventure, Fantasy","7,9",1 340 381,$760.51M,Action, Adventure, Fantasy
829,829,Iron Man,2008,Tous publics,126,"Action, Adventure, Sci-Fi","7,9",1 080 319,$318.41M,Action, Adventure, Sci-Fi
830,830,Premier contact,II) (2016,Tous publics,116,"Drama, Mystery, Sci-Fi","7,9",717 109,$100.55M,Drama, Mystery, Sci-Fi
831,831,Dangal,2016,Tous publics,161,"Action, Biography, Drama","8,3",196 875,$12.39M,Action, Biography, Drama
832,832,Warrior,2011,Tous publics,140,"Action, Drama, Sport","8,2",481 185,$13.66M,Action, Drama, Sport
833,833,Les enfants du ciel,1997,Tous publics,89,"Drama, Family, Sport","8,2",76 569,$0.93M,Drama, Family, Sport
834,834,Bhaag Milkha Bhaag,2013,,186,"Biography, Drama, Sport","8,2",69 701,$1.63M,Biography, Drama, Sport
835,835,Paan Singh Tomar,2012,,135,"Action, Biography, Crime","8,2",37 009,$0.04M,Action, Biography, Crime
836,836,Le Mans '66,2019,Tous publics,152,"Action, Biography, Drama","8,1",416 288,$117.62M,Action, Biography, Drama
837,837,Rocky,1976,Tous publics,120,"Drama, Sport","8,1",597 048,$117.24M,Drama, Sport,
838,838,Million Dollar Baby,2004,Tous publics,132,"Drama, Sport","8,1",699 106,$100.49M,Drama, Sport,
839,839,Rush,2013,Tous publics,123,"Action, Biography, Drama","8,1",490 232,$26.95M,Action, Biography, Drama
840,840,Raging Bull,1980,12,129,"Biography, Drama, Sport","8,1",362 456,$23.38M,Biography, Drama, Sport
841,841,Lagaan,2001,Tous publics,224,"Drama, Musical, Sport","8,1",116 802,$0.07M,Drama, Musical, Sport
842,842,Chak De! India,2007,,153,"Drama, Family, Sport","8,1",82 160,$1.11M,Drama, Family, Sport
843,843,De l'ombre à la lumière,2005,Tous publics,144,"Biography, Drama, Romance","8,0",192 108,$61.65M,Biography, Drama, Romance
844,844,L'Arnaqueur,1961,Tous publics,134,"Drama, Sport","8,0",84 062,$8.28M,Drama, Sport,
845,845,The Wrestler,2008,Tous publics,109,"Drama, Sport","7,9",312 633,$26.24M,Drama, Sport,
846,846,M.S. Dhoni: The Untold Story,2016,,184,"Biography, Drama, Sport","7,9",62 747,$1.78M,Biography, Drama, Sport
847,847,Le plus beau des combats,2000,Tous publics,113,"Biography, Drama, Sport","7,8",221 897,$115.65M,Biography, Drama, Sport
848,848,Le gang des champions,1993,Tous publics,101,"Comedy, Drama, Family","7,8",96 239,$32.42M,Comedy, Drama, Family
849,849,Fighter,2010,Tous publics,116,"Action, Biography, Drama","7,8",376 518,$93.62M,Action, Biography, Drama
850,850,Burt Munro,2005,Tous publics,127,"Biography, Drama, Sport","7,8",56 414,$5.13M,Biography, Drama, Sport
851,851,Kai po che!,2013,,130,"Drama, Sport","7,8",37 802,$1.12M,Drama, Sport,
852,852,Les triplettes de Belleville,2003,Tous publics,80,"Animation, Adventure, Comedy","7,7",55 670,$7.00M,Animation, Adventure, Comedy
853,853,Air,2023,R,111,"Drama, Sport","7,6",,,Drama, Sport,
854,854,Le stratège,2011,Tous publics,133,"Biography, Drama, Sport","7,6",438 279,$75.61M,Biography, Drama, Sport
855,855,The Blind Side,2009,Tous publics,129,"Biography, Drama, Sport","7,6",343 553,$255.96M,Biography, Drama, Sport
856,856,Creed: L'héritage de Rocky Balboa,II) (2015,Tous publics,133,"Action, Drama, Sport","7,6",295 913,$109.77M,Action, Drama, Sport
857,857,Hurricane Carter,1999,Tous publics,146,"Biography, Drama, Sport","7,6",99 434,$50.67M,Biography, Drama, Sport
858,858,"Moi, Tonya",2017,Tous publics,119,"Biography, Comedy, Drama","7,5",226 695,$30.01M,Biography, Comedy, Drama
859,859,Jusqu'au bout du rêve,1989,Tous publics,107,"Drama, Family, Fantasy","7,5",122 661,$64.43M,Drama, Family, Fantasy
860,860,42,2013,Tous publics,128,"Biography, Drama, Sport","7,5",98 408,$95.00M,Biography, Drama, Sport
861,861,The Art of Racing in the Rain,2019,Tous publics,109,"Comedy, Drama, Romance","7,5",34 056,$25.50M,Comedy, Drama, Romance
862,862,La Méthode Williams,2021,Tous publics,144,"Biography, Drama, Sport","7,5",,,Biography, Drama, Sport
863,863,Waves,2019,Tous publics,135,"Drama, Romance, Sport","7,5",,,Drama, Romance, Sport
864,864,Le Grand Bleu,1988,Tous publics,168,"Adventure, Drama, Sport","7,5",53 102,$3.50M,Adventure, Drama, Sport
865,865,Rudy,1993,PG,114,"Biography, Drama, Sport","7,5",65 955,$22.75M,Biography, Drama, Sport
866,866,'83,2021,,162,"Biography, Drama, History","7,5",,,Biography, Drama, History
867,867,The Damned United,2009,R,98,"Biography, Drama, Sport","7,5",44 808,$0.45M,Biography, Drama, Sport
868,868,Le grand défi,1986,Tous publics,114,"Drama, Sport","7,4",48 934,$28.61M,Drama, Sport,
869,869,Hooligans,2005,16,109,"Crime, Drama, Sport","7,4",155 461,$0.34M,Crime, Drama, Sport
870,870,Les Nageuses,2022,16,134,"Biography, Drama, Sport","7,4",,,Biography, Drama, Sport
871,871,Le grand jeu,2017,Tous publics,140,"Biography, Crime, Drama","7,4",178 899,$28.78M,Biography, Crime, Drama
872,872,Miracle,2004,Tous publics,135,"Biography, Drama, History","7,4",56 415,$64.38M,Biography, Drama, History
873,873,Le meilleur,1984,Tous publics,138,"Drama, Sport","7,4",50 675,$47.95M,Drama, Sport,
874,874,"McFarland, USA",2015,PG,129,"Biography, Drama, Sport","7,4",40 289,$44.47M,Biography, Drama, Sport
875,875,Un parcours de légende,2005,Tous publics,120,"Biography, Drama, Sport","7,4",31 998,$15.33M,Biography, Drama, Sport
876,876,À la recherche de Bobby Fischer,1993,Tous publics,109,"Biography, Drama, Sport","7,4",41 127,$7.27M,Biography, Drama, Sport
877,877,Jhund,2022,,176,"Biography, Drama, Sport","7,4",,,Biography, Drama, Sport
878,878,Une équipe hors du commun,1992,Tous publics,128,"Comedy, Drama, Sport","7,3",114 434,$107.53M,Comedy, Drama, Sport
879,879,Le moment de vérité,1984,Tous publics,126,"Action, Drama, Family","7,3",232 609,$90.82M,Action, Drama, Family
880,880,Le haut du panier,2022,7,117,"Comedy, Drama, Sport","7,3",,,Comedy, Drama, Sport
881,881,The Dark Knight : Le Chevalier noir,2008,Tous publics,152,"Action, Crime, Drama","9,0",2 712 245,$534.86M,Action, Crime, Drama
882,882,Aynabaji,2016,,147,"Crime, Mystery, Thriller","9,0",,,Crime, Mystery, Thriller
883,883,Inception,2010,Tous publics,148,"Action, Adventure, Sci-Fi","8,8",2 407 554,$292.58M,Action, Adventure, Sci-Fi
884,884,Seven,1995,12,127,"Crime, Drama, Mystery","8,6",1 693 649,$100.13M,Crime, Drama, Mystery
885,885,Le Silence des agneaux,1991,16,118,"Crime, Drama, Thriller","8,6",1 464 550,$130.74M,Crime, Drama, Thriller
886,886,Léon,1994,12,110,"Action, Crime, Drama","8,5",1 186 803,$19.50M,Action, Crime, Drama
887,887,Parasite,2019,Tous publics avec avertissement,132,"Drama, Thriller","8,5",850 664,$53.37M,Drama, Thriller,
888,888,Les infiltrés,2006,Tous publics avec avertissement,151,"Crime, Drama, Thriller","8,5",1 353 433,$132.38M,Crime, Drama, Thriller
889,889,Le Prestige,2006,Tous publics,130,"Drama, Mystery, Sci-Fi","8,5",1 361 706,$53.09M,Drama, Mystery, Sci-Fi
890,890,Usual Suspects,1995,Tous publics,106,"Crime, Drama, Mystery","8,5",1 102 763,$23.34M,Crime, Drama, Mystery
891,891,Psychose,1960,18,109,"Horror, Mystery, Thriller","8,5",686 325,$32.00M,Horror, Mystery, Thriller
892,892,Fenêtre sur cour,1954,Tous publics,112,"Mystery, Thriller","8,5",501 078,$36.76M,Mystery, Thriller,
893,893,Joker,2019,12 avec avertissement,122,"Crime, Drama, Thriller","8,4",1 349 046,$335.45M,Crime, Drama, Thriller
894,894,Old Boy,2003,16,120,"Action, Drama, Mystery","8,4",594 853,$0.71M,Action, Drama, Mystery
895,895,Requiem pour un massacre - Va et regarde,1985,Tous publics avec avertissement,142,"Drama, Thriller, War","8,4",,,Drama, Thriller, War
896,896,The Dark Knight Rises,2012,Tous publics,164,"Action, Drama, Thriller","8,4",1 738 272,$448.14M,Action, Drama, Thriller
897,897,Aliens : Le Retour,1986,13,137,"Action, Adventure, Sci-Fi","8,4",731 338,$85.16M,Action, Adventure, Sci-Fi
898,898,Memento,2000,Tous publics,113,"Mystery, Thriller","8,4",1 261 320,$25.54M,Mystery, Thriller,
899,899,La vie des autres,2006,Tous publics,137,"Drama, Mystery, Thriller","8,4",396 157,$11.29M,Drama, Mystery, Thriller
900,900,Témoin à charge,1957,Tous publics,116,"Crime, Drama, Mystery","8,4",129 227,$8.18M,Crime, Drama, Mystery
901,901,Kaithi,2019,18,145,"Action, Adventure, Crime","8,4",,,Action, Adventure, Crime
